dataset,method,fraction_kept,insertion,deletion
stock_technical,PDP-var,0.125,0.5575,0.46625
stock_technical,PDP-var,0.25,0.5575,0.46625
stock_technical,PDP-var,0.375,0.5575,0.46625
stock_technical,PDP-var,0.5,0.49125,0.49375
stock_technical,PDP-var,0.625,0.50875,0.525
stock_technical,PDP-var,0.75,0.50875,0.525
stock_technical,PDP-var,0.875,0.50125,0.49125
stock_technical,PDP-var,1.0,0.50125,0.49125
stock_technical,MI(pred),0.0,0.525,0.50875
stock_technical,MI(pred),0.125,0.525,0.50875
stock_technical,MI(pred),0.25,0.525,0.50875
stock_technical,MI(pred),0.375,0.525,0.50875
stock_technical,MI(pred),0.5,0.49375,0.49125
stock_technical,MI(pred),0.625,0.5225,0.49875
stock_technical,MI(pred),0.75,0.5225,0.49875
stock_technical,MI(pred),0.875,0.5225,0.49875
stock_technical,MI(pred),1.0,0.50125,0.49125
stock_technical,MI(label),0.0,0.49125,0.505
stock_technical,MI(label),0.125,0.49125,0.505
stock_technical,MI(label),0.25,0.49125,0.505
stock_technical,MI(label),0.375,0.49125,0.505
stock_technical,MI(label),0.5,0.52,0.47
stock_technical,MI(label),0.625,0.52,0.47
stock_technical,MI(label),0.75,0.52,0.47
stock_technical,MI(label),0.875,0.5225,0.49875
stock_technical,MI(label),1.0,0.50125,0.49125
stock_technical,Surrogate-LR,0.0,0.49125,0.50125
stock_technical,Surrogate-LR,0.125,0.49125,0.50125
stock_technical,Surrogate-LR,0.25,0.49125,0.50125
stock_technical,Surrogate-LR,0.375,0.49125,0.50125
stock_technical,Surrogate-LR,0.5,0.5575,0.46625
stock_technical,Surrogate-LR,0.625,0.52,0.47
stock_technical,Surrogate-LR,0.75,0.52,0.47
stock_technical,Surrogate-LR,0.875,0.50875,0.525
stock_technical,Surrogate-LR,1.0,0.50125,0.49125
sensor_fusion,ExCIR,0.0,0.725,0.9083333333333333
sensor_fusion,ExCIR,0.125,0.8583333333333333,0.805
sensor_fusion,ExCIR,0.25,0.9366666666666666,0.445
sensor_fusion,ExCIR,0.375,0.935,0.47333333333333333
sensor_fusion,ExCIR,0.5,0.935,0.46
sensor_fusion,ExCIR,0.625,0.935,0.47
sensor_fusion,ExCIR,0.75,0.9283333333333333,0.51
sensor_fusion,ExCIR,0.875,0.9366666666666666,0.5216666666666666
sensor_fusion,ExCIR,1.0,0.9383333333333334,0.49166666666666664
sensor_fusion,TreeGain,0.0,0.7333333333333333,0.92
sensor_fusion,TreeGain,0.125,0.9233333333333333,0.8066666666666666
sensor_fusion,TreeGain,0.25,0.9366666666666666,0.445
sensor_fusion,TreeGain,0.375,0.9383333333333334,0.455
sensor_fusion,TreeGain,0.5,0.9416666666666667,0.4683333333333333
sensor_fusion,TreeGain,0.625,0.9416666666666667,0.45166666666666666
sensor_fusion,TreeGain,0.75,0.935,0.47833333333333333
sensor_fusion,TreeGain,0.875,0.9333333333333333,0.48333333333333334
sensor_fusion,TreeGain,1.0,0.9383333333333334,0.49166666666666664
sensor_fusion,PDP-var,0.0,0.7333333333333333,0.92
sensor_fusion,PDP-var,0.125,0.9233333333333333,0.8066666666666666
sensor_fusion,PDP-var,0.25,0.9366666666666666,0.445
sensor_fusion,PDP-var,0.375,0.9366666666666666,0.4533333333333333
sensor_fusion,PDP-var,0.5,0.93,0.48
sensor_fusion,PDP-var,0.625,0.9416666666666667,0.4816666666666667
sensor_fusion,PDP-var,0.75,0.94,0.49
sensor_fusion,PDP-var,0.875,0.935,0.48833333333333334
sensor_fusion,PDP-var,1.0,0.9383333333333334,0.49166666666666664
sensor_fusion,MI(pred),0.0,0.7333333333333333,0.92
sensor_fusion,MI(pred),0.125,0.9233333333333333,0.8066666666666666
sensor_fusion,MI(pred),0.25,0.9366666666666666,0.445
sensor_fusion,MI(pred),0.375,0.9383333333333334,0.44333333333333336
sensor_fusion,MI(pred),0.5,0.9333333333333333,0.4716666666666667
sensor_fusion,MI(pred),0.625,0.9366666666666666,0.47333333333333333
sensor_fusion,MI(pred),0.75,0.935,0.4533333333333333
sensor_fusion,MI(pred),0.875,0.9383333333333334,0.4583333333333333
sensor_fusion,MI(pred),1.0,0.9383333333333334,0.49166666666666664
sensor_fusion,MI(label),0.0,0.7333333333333333,0.92
sensor_fusion,MI(label),0.125,0.9233333333333333,0.8066666666666666
sensor_fusion,MI(label),0.25,0.9366666666666666,0.445
sensor_fusion,MI(label),0.375,0.9383333333333334,0.44333333333333336
sensor_fusion,MI(label),0.5,0.9416666666666667,0.42833333333333334
sensor_fusion,MI(label),0.625,0.935,0.465
sensor_fusion,MI(label),0.75,0.9383333333333334,0.475
sensor_fusion,MI(label),0.875,0.9433333333333334,0.4766666666666667
sensor_fusion,MI(label),1.0,0.9383333333333334,0.49166666666666664
sensor_fusion,Surrogate-LR,0.0,0.72,0.8833333333333333
sensor_fusion,Surrogate-LR,0.125,0.9233333333333333,0.8066666666666666
sensor_fusion,Surrogate-LR,0.25,0.9366666666666666,0.6833333333333333
sensor_fusion,Surrogate-LR,0.375,0.935,0.6833333333333333
sensor_fusion,Surrogate-LR,0.5,0.9366666666666666,0.4716666666666667
sensor_fusion,Surrogate-LR,0.625,0.94,0.4716666666666667
sensor_fusion,Surrogate-LR,0.75,0.935,0.48
sensor_fusion,Surrogate-LR,0.875,0.9333333333333333,0.49166666666666664
sensor_fusion,Surrogate-LR,1.0,0.9383333333333334,0.49166666666666664
gene_expression,ExCIR,0.0,0.4875,0.475
gene_expression,ExCIR,0.125,0.5125,0.48125
gene_expression,ExCIR,0.25,0.53125,0.45
gene_expression,ExCIR,0.375,0.4875,0.4875
gene_expression,ExCIR,0.5,0.50625,0.48125
gene_expression,ExCIR,0.625,0.475,0.4625
gene_expression,ExCIR,0.75,0.49375,0.45625
gene_expression,ExCIR,0.875,0.5125,0.4875
gene_expression,ExCIR,1.0,0.48125,0.4875
gene_expression,TreeGain,0.0,0.4875,0.49375
gene_expression,TreeGain,0.125,0.48125,0.475
gene_expression,TreeGain,0.25,0.4375,0.4875
gene_expression,TreeGain,0.375,0.48125,0.4875
gene_expression,TreeGain,0.5,0.48125,0.4875
gene_expression,TreeGain,0.625,0.48125,0.4875
gene_expression,TreeGain,0.75,0.48125,0.4875
gene_expression,TreeGain,0.875,0.48125,0.4875
gene_expression,TreeGain,1.0,0.48125,0.4875
gene_expression,PDP-var,0.0,0.4875,0.475
gene_expression,PDP-var,0.125,0.46875,0.475
gene_expression,PDP-var,0.25,0.49375,0.4875
gene_expression,PDP-var,0.375,0.475,0.4875
gene_expression,PDP-var,0.5,0.475,0.4875
gene_expression,PDP-var,0.625,0.48125,0.4875
gene_expression,PDP-var,0.75,0.48125,0.4875
gene_expression,PDP-var,0.875,0.48125,0.4875
gene_expression,PDP-var,1.0,0.48125,0.4875
gene_expression,MI(pred),0.0,0.4875,0.48125
gene_expression,MI(pred),0.125,0.5125,0.46875
gene_expression,MI(pred),0.25,0.5125,0.55
gene_expression,MI(pred),0.375,0.5125,0.525
gene_expression,MI(pred),0.5,0.5375,0.53125
gene_expression,MI(pred),0.625,0.51875,0.525
gene_expression,MI(pred),0.75,0.51875,0.49375
gene_expression,MI(pred),0.875,0.48125,0.4875
gene_expression,MI(pred),1.0,0.48125,0.4875
gene_expression,MI(label),0.0,0.4875,0.48125
gene_expression,MI(label),0.125,0.475,0.45625
gene_expression,MI(label),0.25,0.475,0.5375
gene_expression,MI(label),0.375,0.5375,0.54375
gene_expression,MI(label),0.5,0.51875,0.54375
gene_expression,MI(label),0.625,0.5125,0.53125
gene_expression,MI(label),0.75,0.49375,0.50625
gene_expression,MI(label),0.875,0.41875,0.49375
gene_expression,MI(label),1.0,0.48125,0.4875
gene_expression,Surrogate-LR,0.0,0.4875,0.46875
gene_expression,Surrogate-LR,0.125,0.5,0.4875
gene_expression,Surrogate-LR,0.25,0.4875,0.525
gene_expression,Surrogate-LR,0.375,0.50625,0.5125
gene_expression,Surrogate-LR,0.5,0.5125,0.525
gene_expression,Surrogate-LR,0.625,0.48125,0.5
gene_expression,Surrogate-LR,0.75,0.475,0.49375
gene_expression,Surrogate-LR,0.875,0.5125,0.4875
gene_expression,Surrogate-LR,1.0,0.48125,0.4875
network_topology,ExCIR,0.0,0.7483333333333333,0.62
network_topology,ExCIR,0.125,0.7483333333333333,0.62
network_topology,ExCIR,0.25,0.7483333333333333,0.62
network_topology,ExCIR,0.375,0.7483333333333333,0.62
network_topology,ExCIR,0.5,0.765,0.585
network_topology,ExCIR,0.625,0.795,0.59
network_topology,ExCIR,0.75,0.795,0.59
network_topology,ExCIR,0.875,0.8066666666666666,0.5783333333333334
network_topology,ExCIR,1.0,0.8133333333333334,0.5783333333333334
network_topology,TreeGain,0.0,0.7483333333333333,0.62
network_topology,TreeGain,0.125,0.7483333333333333,0.62
network_topology,TreeGain,0.25,0.7483333333333333,0.62
network_topology,TreeGain,0.375,0.7483333333333333,0.62
network_topology,TreeGain,0.5,0.765,0.585
network_topology,TreeGain,0.625,0.795,0.59
network_topology,TreeGain,0.75,0.795,0.59
network_topology,TreeGain,0.875,0.8066666666666666,0.5783333333333334
network_topology,TreeGain,1.0,0.8133333333333334,0.5783333333333334
network_topology,PDP-var,0.0,0.7483333333333333,0.62
network_topology,PDP-var,0.125,0.7483333333333333,0.62
network_topology,PDP-var,0.25,0.7483333333333333,0.62
network_topology,PDP-var,0.375,0.7483333333333333,0.62
network_topology,PDP-var,0.5,0.765,0.585
network_topology,PDP-var,0.625,0.795,0.59
network_topology,PDP-var,0.75,0.795,0.59
network_topology,PDP-var,0.875,0.8066666666666666,0.5783333333333334
network_topology,PDP-var,1.0,0.8133333333333334,0.5783333333333334
network_topology,MI(pred),0.0,0.7483333333333333,0.62
network_topology,MI(pred),0.125,0.7483333333333333,0.62
network_topology,MI(pred),0.25,0.7483333333333333,0.62
network_topology,MI(pred),0.375,0.7483333333333333,0.62
network_topology,MI(pred),0.5,0.765,0.585
network_topology,MI(pred),0.625,0.79,0.5633333333333334
network_topology,MI(pred),0.75,0.79,0.5633333333333334
network_topology,MI(pred),0.875,0.8066666666666666,0.5783333333333334
network_topology,MI(pred),1.0,0.8133333333333334,0.5783333333333334
network_topology,MI(label),0.0,0.7483333333333333,0.62
network_topology,MI(label),0.125,0.7483333333333333,0.62
network_topology,MI(label),0.25,0.7483333333333333,0.62
network_topology,MI(label),0.375,0.7483333333333333,0.62
network_topology,MI(label),0.5,0.765,0.585
network_topology,MI(label),0.625,0.7733333333333333,0.5816666666666667
network_topology,MI(label),0.75,0.7733333333333333,0.5816666666666667
network_topology,MI(label),0.875,0.805,0.5716666666666667
network_topology,MI(label),1.0,0.8133333333333334,0.5783333333333334
network_topology,Surrogate-LR,0.0,0.7483333333333333,0.62
network_topology,Surrogate-LR,0.125,0.7483333333333333,0.62
network_topology,Surrogate-LR,0.25,0.7483333333333333,0.62
network_topology,Surrogate-LR,0.375,0.7483333333333333,0.62
network_topology,Surrogate-LR,0.5,0.765,0.585
network_topology,Surrogate-LR,0.625,0.795,0.59
network_topology,Surrogate-LR,0.75,0.795,0.59
network_topology,Surrogate-LR,0.875,0.7883333333333333,0.5783333333333334
network_topology,Surrogate-LR,1.0,0.8133333333333334,0.5783333333333334
audio_mfcc,ExCIR,0.0,0.22285714285714286,0.4785714285714286
audio_mfcc,ExCIR,0.125,0.23142857142857143,0.45714285714285713
audio_mfcc,ExCIR,0.25,0.23,0.4185714285714286
audio_mfcc,ExCIR,0.375,0.26571428571428574,0.39
audio_mfcc,ExCIR,0.5,0.32285714285714284,0.3357142857142857
audio_mfcc,ExCIR,0.625,0.3385714285714286,0.32285714285714284
audio_mfcc,ExCIR,0.75,0.4085714285714286,0.27714285714285714
audio_mfcc,ExCIR,0.875,0.42,0.24142857142857144
audio_mfcc,ExCIR,1.0,0.46285714285714286,0.1957142857142857
audio_mfcc,TreeGain,0.0,0.20142857142857143,0.4585714285714286
audio_mfcc,TreeGain,0.125,0.22,0.4471428571428571
audio_mfcc,TreeGain,0.25,0.26857142857142857,0.4142857142857143
audio_mfcc,TreeGain,0.375,0.2742857142857143,0.36714285714285716
audio_mfcc,TreeGain,0.5,0.3342857142857143,0.30142857142857143
audio_mfcc,TreeGain,0.625,0.3842857142857143,0.26571428571428574
audio_mfcc,TreeGain,0.75,0.41,0.20714285714285716
audio_mfcc,TreeGain,0.875,0.4357142857142857,0.20285714285714285
audio_mfcc,TreeGain,1.0,0.46285714285714286,0.1957142857142857
audio_mfcc,PDP-var,0.0,0.20714285714285716,0.4442857142857143
audio_mfcc,PDP-var,0.125,0.19714285714285715,0.42428571428571427
audio_mfcc,PDP-var,0.25,0.2785714285714286,0.37285714285714283
audio_mfcc,PDP-var,0.375,0.3028571428571429,0.3442857142857143
audio_mfcc,PDP-var,0.5,0.34285714285714286,0.29428571428571426
audio_mfcc,PDP-var,0.625,0.3514285714285714,0.26285714285714284
audio_mfcc,PDP-var,0.75,0.4328571428571429,0.20714285714285716
audio_mfcc,PDP-var,0.875,0.44285714285714284,0.21
audio_mfcc,PDP-var,1.0,0.46285714285714286,0.1957142857142857
audio_mfcc,MI(pred),0.0,0.1957142857142857,0.44
audio_mfcc,MI(pred),0.125,0.2,0.44142857142857145
audio_mfcc,MI(pred),0.25,0.22285714285714286,0.39571428571428574
audio_mfcc,MI(pred),0.375,0.25285714285714284,0.36
audio_mfcc,MI(pred),0.5,0.33285714285714285,0.31
audio_mfcc,MI(pred),0.625,0.3514285714285714,0.3028571428571429
audio_mfcc,MI(pred),0.75,0.41,0.28
audio_mfcc,MI(pred),0.875,0.42857142857142855,0.24
audio_mfcc,MI(pred),1.0,0.46285714285714286,0.1957142857142857
audio_mfcc,MI(label),0.0,0.21,0.4442857142857143
audio_mfcc,MI(label),0.125,0.22,0.4471428571428571
audio_mfcc,MI(label),0.25,0.24714285714285714,0.4157142857142857
audio_mfcc,MI(label),0.375,0.27,0.40285714285714286
audio_mfcc,MI(label),0.5,0.32285714285714284,0.3157142857142857
audio_mfcc,MI(label),0.625,0.3871428571428571,0.24714285714285714
audio_mfcc,MI(label),0.75,0.4185714285714286,0.2257142857142857
audio_mfcc,MI(label),0.875,0.44285714285714284,0.22428571428571428
audio_mfcc,MI(label),1.0,0.46285714285714286,0.1957142857142857
audio_mfcc,Surrogate-LR,0.0,0.21,0.4442857142857143
audio_mfcc,Surrogate-LR,0.125,0.23857142857142857,0.45285714285714285
audio_mfcc,Surrogate-LR,0.25,0.2885714285714286,0.4
audio_mfcc,Surrogate-LR,0.375,0.31285714285714283,0.35428571428571426
audio_mfcc,Surrogate-LR,0.5,0.34285714285714286,0.3485714285714286
audio_mfcc,Surrogate-LR,0.625,0.36142857142857143,0.31857142857142856
audio_mfcc,Surrogate-LR,0.75,0.4085714285714286,0.23857142857142857
audio_mfcc,Surrogate-LR,0.875,0.42428571428571427,0.2042857142857143
audio_mfcc,Surrogate-LR,1.0,0.46285714285714286,0.1957142857142857
weather_station,ExCIR,0.0,-0.016632420956232075,0.9741329233101974
weather_station,ExCIR,0.125,-0.016632420956232075,0.9741329233101974
weather_station,ExCIR,0.25,-0.016632420956232075,0.9741329233101974
weather_station,ExCIR,0.375,-0.016632420956232075,0.9741329233101974
weather_station,ExCIR,0.5,-0.019160377999078104,0.9738852577889421
weather_station,ExCIR,0.625,-0.016025761775116942,0.9741659302824434
weather_station,ExCIR,0.75,-0.016025761775116942,0.9741659302824434
weather_station,ExCIR,0.875,0.007018038988799935,0.9484182137074596
weather_station,ExCIR,1.0,0.976977636590443,-0.01796920896486176
weather_station,TreeGain,0.0,0.9484182137074596,0.007018038988799935
weather_station,TreeGain,0.125,0.9484182137074596,0.007018038988799935
weather_station,TreeGain,0.25,0.9484182137074596,0.007018038988799935
weather_station,TreeGain,0.375,0.9484182137074596,0.007018038988799935
weather_station,TreeGain,0.5,0.9741659302824434,-0.016025761775116942
weather_station,TreeGain,0.625,0.9775137764783476,-0.014988979489678478
weather_station,TreeGain,0.75,0.9775137764783476,-0.014988979489678478
weather_station,TreeGain,0.875,0.9774900299380737,-0.01067490692021189
weather_station,TreeGain,1.0,0.976977636590443,-0.01796920896486176
weather_station,PDP-var,0.0,0.9484182137074596,0.007018038988799935
weather_station,PDP-var,0.125,0.9484182137074596,0.007018038988799935
weather_station,PDP-var,0.25,0.9484182137074596,0.007018038988799935
weather_station,PDP-var,0.375,0.9484182137074596,0.007018038988799935
weather_station,PDP-var,0.5,0.9741659302824434,-0.016025761775116942
weather_station,PDP-var,0.625,0.9775137764783476,-0.014988979489678478
weather_station,PDP-var,0.75,0.9775137764783476,-0.014988979489678478
weather_station,PDP-var,0.875,0.9769503071399676,-0.018379396597383302
weather_station,PDP-var,1.0,0.976977636590443,-0.01796920896486176
weather_station,MI(pred),0.0,0.9484182137074596,0.007018038988799935
weather_station,MI(pred),0.125,0.9484182137074596,0.007018038988799935
weather_station,MI(pred),0.25,0.9484182137074596,0.007018038988799935
weather_station,MI(pred),0.375,0.9484182137074596,0.007018038988799935
weather_station,MI(pred),0.5,0.9483327630175779,0.004547109820630557
weather_station,MI(pred),0.625,0.9520713348330572,0.006945754691639272
weather_station,MI(pred),0.75,0.9520713348330572,0.006945754691639272
weather_station,MI(pred),0.875,0.9769503071399676,-0.018379396597383302
weather_station,MI(pred),1.0,0.976977636590443,-0.01796920896486176
weather_station,MI(label),0.0,0.9484182137074596,0.007018038988799935
weather_station,MI(label),0.125,0.9484182137074596,0.007018038988799935
weather_station,MI(label),0.25,0.9484182137074596,0.007018038988799935
weather_station,MI(label),0.375,0.9484182137074596,0.007018038988799935
weather_station,MI(label),0.5,0.9741659302824434,-0.016025761775116942
weather_station,MI(label),0.625,0.9775137764783476,-0.014988979489678478
weather_station,MI(label),0.75,0.9775137764783476,-0.014988979489678478
weather_station,MI(label),0.875,0.9774900299380737,-0.01067490692021189
weather_station,MI(label),1.0,0.976977636590443,-0.01796920896486176
weather_station,Surrogate-LR,0.0,0.9484182137074596,0.007018038988799935
weather_station,Surrogate-LR,0.125,0.9484182137074596,0.007018038988799935
weather_station,Surrogate-LR,0.25,0.9484182137074596,0.007018038988799935
weather_station,Surrogate-LR,0.375,0.9484182137074596,0.007018038988799935
weather_station,Surrogate-LR,0.5,0.9741659302824434,-0.016025761775116942
weather_station,Surrogate-LR,0.625,0.9775137764783476,-0.014988979489678478
weather_station,Surrogate-LR,0.75,0.9775137764783476,-0.014988979489678478
weather_station,Surrogate-LR,0.875,0.9769503071399676,-0.018379396597383302
weather_station,Surrogate-LR,1.0,0.976977636590443,-0.01796920896486176
eeg_signals,ExCIR,0.0,0.7183333333333334,0.9583333333333334
eeg_signals,ExCIR,0.125,0.97,0.805
eeg_signals,ExCIR,0.25,0.9716666666666667,0.44333333333333336
eeg_signals,ExCIR,0.375,0.97,0.47
eeg_signals,ExCIR,0.5,0.975,0.4583333333333333
eeg_signals,ExCIR,0.625,0.9733333333333334,0.4583333333333333
eeg_signals,ExCIR,0.75,0.97,0.4633333333333333
eeg_signals,ExCIR,0.875,0.975,0.4716666666666667
eeg_signals,ExCIR,1.0,0.975,0.4866666666666667
eeg_signals,TreeGain,0.0,0.7466666666666667,0.935
eeg_signals,TreeGain,0.125,0.97,0.805
eeg_signals,TreeGain,0.25,0.9666666666666667,0.6716666666666666
eeg_signals,TreeGain,0.375,0.9683333333333334,0.49166666666666664
eeg_signals,TreeGain,0.5,0.9733333333333334,0.48
eeg_signals,TreeGain,0.625,0.97,0.4766666666666667
eeg_signals,TreeGain,0.75,0.97,0.4866666666666667
eeg_signals,TreeGain,0.875,0.9733333333333334,0.4866666666666667
eeg_signals,TreeGain,1.0,0.975,0.4866666666666667
eeg_signals,PDP-var,0.0,0.7183333333333334,0.9583333333333334
eeg_signals,PDP-var,0.125,0.97,0.805
eeg_signals,PDP-var,0.25,0.9683333333333334,0.5816666666666667
eeg_signals,PDP-var,0.375,0.97,0.48833333333333334
eeg_signals,PDP-var,0.5,0.9733333333333334,0.48
eeg_signals,PDP-var,0.625,0.9733333333333334,0.4866666666666667
eeg_signals,PDP-var,0.75,0.975,0.4866666666666667
eeg_signals,PDP-var,0.875,0.9716666666666667,0.4866666666666667
eeg_signals,PDP-var,1.0,0.975,0.4866666666666667
eeg_signals,MI(pred),0.0,0.7183333333333334,0.9583333333333334
eeg_signals,MI(pred),0.125,0.97,0.805
eeg_signals,MI(pred),0.25,0.9716666666666667,0.44333333333333336
eeg_signals,MI(pred),0.375,0.9733333333333334,0.47
eeg_signals,MI(pred),0.5,0.975,0.49333333333333335
eeg_signals,MI(pred),0.625,0.975,0.505
eeg_signals,MI(pred),0.75,0.9766666666666667,0.49166666666666664
eeg_signals,MI(pred),0.875,0.9733333333333334,0.49333333333333335
eeg_signals,MI(pred),1.0,0.975,0.4866666666666667
eeg_signals,MI(label),0.0,0.7183333333333334,0.9583333333333334
eeg_signals,MI(label),0.125,0.9433333333333334,0.89
eeg_signals,MI(label),0.25,0.9716666666666667,0.44333333333333336
eeg_signals,MI(label),0.375,0.975,0.47
eeg_signals,MI(label),0.5,0.975,0.4866666666666667
eeg_signals,MI(label),0.625,0.9733333333333334,0.49166666666666664
eeg_signals,MI(label),0.75,0.9766666666666667,0.485
eeg_signals,MI(label),0.875,0.9733333333333334,0.49333333333333335
eeg_signals,MI(label),1.0,0.975,0.4866666666666667
eeg_signals,Surrogate-LR,0.0,0.7183333333333334,0.9583333333333334
eeg_signals,Surrogate-LR,0.125,0.935,0.8566666666666667
eeg_signals,Surrogate-LR,0.25,0.97,0.5116666666666667
eeg_signals,Surrogate-LR,0.375,0.97,0.495
eeg_signals,Surrogate-LR,0.5,0.97,0.48
eeg_signals,Surrogate-LR,0.625,0.9666666666666667,0.4866666666666667
eeg_signals,Surrogate-LR,0.75,0.97,0.48
eeg_signals,Surrogate-LR,0.875,0.9716666666666667,0.4866666666666667
eeg_signals,Surrogate-LR,1.0,0.975,0.4866666666666667
satellite_ndvi,ExCIR,0.0,0.41157457775453266,0.5014948078828859
satellite_ndvi,ExCIR,0.125,0.41157457775453266,0.5014948078828859
satellite_ndvi,ExCIR,0.25,0.4137925413505559,0.49942795479578306
satellite_ndvi,ExCIR,0.375,0.41608183721232295,0.5002163993855654
satellite_ndvi,ExCIR,0.5,0.41689973897571275,0.500536904313702
satellite_ndvi,ExCIR,0.625,0.4181290679993117,0.5009097479787876
satellite_ndvi,ExCIR,0.75,0.4179238895637809,0.49986252436081624
satellite_ndvi,ExCIR,0.875,0.41999521020789377,0.501224790018792
satellite_ndvi,ExCIR,1.0,0.9935797052747739,-0.005960850577273247
satellite_ndvi,TreeGain,0.0,0.41157457775453266,0.5014948078828859
satellite_ndvi,TreeGain,0.125,0.41157457775453266,0.5014948078828859
satellite_ndvi,TreeGain,0.25,0.9916378761606812,-3.260303690577615e-06
satellite_ndvi,TreeGain,0.375,0.9934199513774172,-0.0013146062016098359
satellite_ndvi,TreeGain,0.5,0.9938542520218646,-0.004042607931546982
satellite_ndvi,TreeGain,0.625,0.9937349348326343,-0.004924089474522386
satellite_ndvi,TreeGain,0.75,0.9935866788933939,-0.004608993822586616
satellite_ndvi,TreeGain,0.875,0.9935091202099615,-0.005573959677814377
satellite_ndvi,TreeGain,1.0,0.9935797052747739,-0.005960850577273247
satellite_ndvi,PDP-var,0.0,0.501224790018792,0.41999521020789377
satellite_ndvi,PDP-var,0.125,0.501224790018792,0.41999521020789377
satellite_ndvi,PDP-var,0.25,0.9916378761606812,-3.260303690577615e-06
satellite_ndvi,PDP-var,0.375,0.9934199513774172,-0.0013146062016098359
satellite_ndvi,PDP-var,0.5,0.9938542520218646,-0.004042607931546982
satellite_ndvi,PDP-var,0.625,0.9938064423118765,-0.004237647041303028
satellite_ndvi,PDP-var,0.75,0.9936305163730194,-0.004715210260701985
satellite_ndvi,PDP-var,0.875,0.993706811348454,-0.005394299204034336
satellite_ndvi,PDP-var,1.0,0.9935797052747739,-0.005960850577273247
satellite_ndvi,MI(pred),0.0,0.501224790018792,0.41999521020789377
satellite_ndvi,MI(pred),0.125,0.501224790018792,0.41999521020789377
satellite_ndvi,MI(pred),0.25,0.9916378761606812,-3.260303690577615e-06
satellite_ndvi,MI(pred),0.375,0.9915558655796348,-0.0007286743036702958
satellite_ndvi,MI(pred),0.5,0.9914847912976912,-0.0017644564768679594
